ID,debt_perc,mainincome_perc,owner_perc,tax_perc,flag
1500001,0.9420634920634919,0.7333333333333334,0.05793650793650795,0.0,1.0
1500321,0.9650793650793651,0.5,0.03492063492063494,0.0,1.0
1500395,1.2099358974358974,0.5333333333333333,0.03861416361416359,0.0,1.0
1500614,0.9324404761904761,0.6,0.06755952380952379,0.0,1.0
1501057,1.2915445665445666,0.5666666666666667,-0.29154456654456656,0.0,1.0
1501449,1.1162037037037038,0.5333333333333333,-0.1162037037037037,0.0,1.0
1501967,1.3972222222222224,0.5333333333333333,-0.3972222222222222,0.0,1.0
1502067,0.9695238095238095,0.7000000000000001,0.030476190476190473,0.0,1.0
1502243,0.7937169312169313,0.5333333333333333,0.2062830687830688,0.0,1.0
1502584,1.123313492063492,0.6333333333333334,-0.12331349206349207,0.0,1.0
1503006,1.3017293028322439,0.6666666666666666,-0.30172930283224403,0.0,1.0
1503369,1.113888888888889,0.6000000000000001,-0.11388888888888887,0.0,1.0
1503926,0.963425925925926,0.6,0.03657407407407409,0.0,1.0
1504434,0.8638888888888889,0.6666666666666666,0.1361111111111111,0.0,1.0
1504745,0.8722222222222222,0.6333333333333333,0.12777777777777777,0.0,1.0
1505021,0.8001157407407408,0.45,0.19988425925925926,0.0,1.0
1505078,1.5666666666666667,0.7000000000000001,-0.5666666666666668,0.0,1.0
1505225,1.2833333333333334,0.5666666666666667,-0.2833333333333333,0.0,1.0
1505270,1.075,0.7000000000000001,-0.07500000000000001,0.0,1.0
1505369,1.4573232323232324,0.45,-0.4573232323232323,0.0,1.0
1505753,0.8038359788359788,0.7666666666666666,0.19616402116402112,0.0,1.0
1505911,1.2749222999222998,0.6,-0.27492229992229994,0.0,1.0
1506083,1.1069444444444445,0.6333333333333333,-0.10694444444444444,0.0,1.0
1506159,1.3863095238095238,0.5333333333333333,-0.3863095238095238,0.0,1.0
1506268,1.1400462962962963,0.6000000000000001,-0.1400462962962963,0.0,1.0
1507545,1.293545751633987,0.6333333333333333,0.04791666666666666,0.0,1.0
1507705,0.814889705882353,0.7000000000000001,0.18511029411764704,0.0,1.0
1508078,1.0722222222222222,0.8000000000000002,-0.07222222222222223,0.0,1.0
1508300,1.5788888888888888,0.45,-0.5788888888888889,0.0,1.0
1508378,0.9306216931216932,0.6666666666666666,0.06937830687830687,0.0,1.0
1508716,1.1041666666666667,0.5333333333333333,-0.10416666666666667,0.0,1.0
1510382,1.1777777777777778,0.6666666666666666,-0.17777777777777778,0.0,1.0
1510583,1.13992673992674,0.5,-0.13992673992673996,0.0,1.0
1510832,1.137622549019608,0.7666666666666666,-0.13762254901960783,0.0,1.0
1511006,1.1674603174603175,0.4666666666666666,-0.16746031746031745,0.0,1.0
1511038,0.7444444444444445,0.5,0.25555555555555554,0.0,1.0
1511327,1.3229166666666665,0.6666666666666666,-0.03819444444444442,0.0,1.0
1511390,0.8033730158730158,0.6666666666666666,0.19662698412698418,0.0,1.0
1511633,1.5944444444444443,0.5,-0.5944444444444444,0.0,1.0
1511944,0.36944444444444446,0.43333333333333335,0.6305555555555555,0.0,1.0
1512286,1.4417124542124542,0.6000000000000001,-0.4417124542124542,0.0,1.0
1512414,1.2819444444444443,0.6666666666666666,-0.2819444444444444,0.0,1.0
1513238,1.149736519607843,0.4666666666666666,-0.14973651960784315,0.0,1.0
1513300,0.9583333333333334,0.5333333333333333,0.041666666666666685,0.0,1.0
1513319,0.5222222222222223,0.6666666666666666,0.5916666666666667,0.0,1.0
1513491,1.3922895622895624,0.6,-0.3922895622895623,0.0,1.0
1513523,1.0847222222222221,0.4666666666666666,-0.08472222222222221,0.0,1.0
1513543,0.972183372183372,0.6,0.02781662781662782,0.0,1.0
1513612,0.9511784511784511,0.6333333333333333,0.04882154882154882,0.0,1.0
1513771,1.2,0.5333333333333333,-0.0875,0.0,1.0
1513846,0.9972222222222222,0.6333333333333333,0.0027777777777777727,0.0,1.0
1514073,0.5666666666666668,0.6333333333333334,0.4333333333333333,0.0,1.0
1514287,1.5166666666666666,0.6,-0.5166666666666667,0.0,1.0
1514456,0.4818274318274318,0.5,0.5181725681725681,0.0,1.0
1514859,1.5037037037037038,0.6999999999999998,-0.3055555555555556,0.0,1.0
1514971,1.1462962962962964,0.6,-0.1462962962962963,0.0,1.0
1515386,1.3270833333333334,0.6666666666666666,-0.32708333333333334,0.0,1.0
1515632,0.40625,0.7000000000000001,0.59375,0.0,1.0
1515839,1.2064814814814815,0.6,-0.2064814814814815,0.0,1.0
1515871,0.9685286935286935,0.6333333333333333,0.031471306471306436,0.0,1.0
1515919,0.7083333333333334,0.5666666666666667,0.2916666666666667,0.0,1.0
1516400,0.889484126984127,0.6666666666666666,0.11051587301587303,0.0,1.0
1516606,1.3715873015873015,0.45,-0.37158730158730163,0.0,1.0
1516732,0.48602693602693603,0.5333333333333333,0.5139730639730639,0.0,1.0
1516743,1.2928030303030302,0.7333333333333333,-0.2928030303030303,0.0,1.0
1516890,1.7262566137566138,0.43333333333333335,-0.7262566137566138,0.0,1.0
1516993,1.3102678571428572,0.7,-0.31026785714285715,0.0,1.0
1517125,1.3024621212121212,0.7666666666666666,-0.3024621212121212,0.0,1.0
1517424,1.1155092592592593,0.5666666666666668,-0.11550925925925926,0.0,1.0
1517776,1.266687091503268,0.7000000000000001,-0.26668709150326797,0.0,1.0
1517809,1.2706128747795413,0.5333333333333333,-0.27061287477954143,0.0,1.0
1517864,1.307083657083657,0.5,-0.3070836570836571,0.0,1.0
1517886,1.494378306878307,0.7333333333333333,-0.4943783068783068,0.0,1.0
1518087,0.6468355718355718,0.55,0.510515873015873,0.0,1.0
1518318,1.125462962962963,0.5666666666666665,-0.12546296296296297,0.0,1.0
1518425,1.3070329670329672,0.7333333333333334,-0.30703296703296706,0.0,1.0
1519109,1.249074074074074,0.6,-0.2490740740740741,0.0,1.0
1519252,0.7180555555555556,0.6666666666666666,0.2819444444444445,0.0,1.0
1519515,1.14484126984127,0.55,-0.14484126984126985,0.0,1.0
1519586,1.2950571895424836,0.7000000000000001,-0.29505718954248367,0.0,1.0
1519595,1.2168981481481482,0.7,-0.21689814814814812,0.0,1.0
1519760,1.2236111111111112,0.6666666666666666,-0.22361111111111112,0.0,1.0
1520230,0.9035714285714285,0.5,0.09642857142857142,0.0,1.0
1520882,0.8070767195767196,0.6333333333333333,0.19292328042328044,0.0,1.0
1520907,1.4080555555555556,0.6,-0.40805555555555556,0.0,1.0
1521133,1.084680134680135,0.5,-0.08468013468013467,0.0,1.0
1521202,1.894510582010582,0.5333333333333333,-0.894510582010582,0.0,1.0
1521636,1.377777777777778,0.5666666666666668,-0.37777777777777777,0.0,1.0
1522023,0.9722222222222222,0.6666666666666666,0.027777777777777776,0.0,1.0
1522375,0.9277777777777777,0.6666666666666666,0.07222222222222219,0.0,1.0
1522430,0.47901785714285716,0.43333333333333335,0.517691798941799,0.0,1.0
1522507,0.7615740740740741,0.6999999999999998,0.23842592592592593,0.0,1.0
1522618,1.4321296296296298,0.4666666666666666,-0.4321296296296296,0.0,1.0
1523136,1.109640522875817,0.6333333333333334,-0.10964052287581698,0.0,1.0
1523287,1.1277076318742985,0.6333333333333333,-0.12770763187429857,0.0,1.0
1523583,0.8194444444444445,0.55,0.18055555555555558,0.0,1.0
1523906,0.6158509700176367,0.5666666666666668,0.3841490299823633,0.0,1.0
1524414,1.2347222222222223,0.7333333333333334,-0.23472222222222225,0.0,1.0
1524478,0.9074074074074074,0.5666666666666668,0.0925925925925926,0.0,1.0
1524505,1.8092592592592591,0.7000000000000001,-0.8092592592592592,0.0,1.0
1524619,0.6666666666666666,0.5666666666666668,0.3333333333333333,0.0,1.0
